it, train, val, acc 
57288, 0.110836, 0.099525, 0.140625 
57319, 0.115050, 0.111662, 0.109375 
57350, 0.125009, 0.112714, 0.140625 
57381, 0.120292, 0.116728, 0.148438 
57412, 0.122585, 0.112288, 0.093750 
57443, 0.122277, 0.112490, 0.117188 
57474, 0.106650, 0.118146, 0.046875 
57505, 0.123035, 0.114397, 0.125000 
57536, 0.115809, 0.106215, 0.179688 
57567, 0.118532, 0.104839, 0.117188 
57598, 0.105351, 0.117589, 0.109375 
57629, 0.123768, 0.105096, 0.093750 
57660, 0.124575, 0.103808, 0.148438 
57691, 0.134669, 0.118156, 0.078125 
57722, 0.116320, 0.115091, 0.093750 
57753, 0.106389, 0.097392, 0.109375 
57784, 0.110949, 0.103785, 0.101562 
57815, 0.104338, 0.105429, 0.117188 
57846, 0.113638, 0.110320, 0.117188 
57877, 0.131685, 0.110704, 0.085938 
57908, 0.120098, 0.105249, 0.109375 
57939, 0.100864, 0.100856, 0.164062 
57970, 0.110717, 0.098914, 0.132812 
58001, 0.111133, 0.107386, 0.179688 
58032, 0.134596, 0.113250, 0.148438 
58063, 0.105632, 0.100478, 0.117188 
58094, 0.106043, 0.105983, 0.156250 
58125, 0.109785, 0.106828, 0.164062 
58156, 0.119051, 0.102458, 0.164062 
58187, 0.122186, 0.114775, 0.101562 
58218, 0.135192, 0.104052, 0.125000 
58249, 0.128154, 0.105612, 0.132812 
58280, 0.113676, 0.101656, 0.085938 
58311, 0.118339, 0.124863, 0.125000 
58342, 0.115787, 0.118206, 0.148438 
58373, 0.119940, 0.106851, 0.078125 
58404, 0.126387, 0.108280, 0.117188 
58435, 0.116593, 0.120880, 0.070312 
58466, 0.118789, 0.097032, 0.085938 
58497, 0.136841, 0.102774, 0.148438 
58528, 0.100105, 0.102660, 0.148438 
58559, 0.119321, 0.112720, 0.148438 
58590, 0.131146, 0.112612, 0.070312 
58621, 0.110352, 0.112872, 0.085938 
58652, 0.121870, 0.110642, 0.132812 
58683, 0.109110, 0.108663, 0.148438 
58714, 0.109064, 0.095470, 0.085938 
58745, 0.116995, 0.114257, 0.132812 
58776, 0.115412, 0.097006, 0.125000 
58807, 0.111403, 0.112619, 0.093750 
58838, 0.115812, 0.098987, 0.132812 
58869, 0.099050, 0.112233, 0.140625 
58900, 0.118737, 0.094368, 0.125000 
58931, 0.128457, 0.097847, 0.156250 
58962, 0.108317, 0.111611, 0.148438 
58993, 0.116912, 0.100810, 0.164062 
59024, 0.119972, 0.098385, 0.148438 
59055, 0.139601, 0.104923, 0.125000 
59086, 0.125365, 0.108886, 0.156250 
59117, 0.110365, 0.115161, 0.132812 
59148, 0.123331, 0.100762, 0.109375 
59179, 0.117252, 0.102283, 0.117188 
59210, 0.119153, 0.103888, 0.117188 
59241, 0.122973, 0.120916, 0.148438 
59272, 0.121322, 0.097372, 0.132812 
59303, 0.127885, 0.107703, 0.132812 
59334, 0.117110, 0.109421, 0.140625 
59365, 0.109124, 0.107735, 0.148438 
59396, 0.118519, 0.101080, 0.117188 
59427, 0.124302, 0.110146, 0.125000 
59458, 0.140935, 0.111757, 0.117188 
59489, 0.124631, 0.092803, 0.164062 
59520, 0.114408, 0.099614, 0.078125 
59551, 0.100983, 0.120205, 0.148438 
59582, 0.130974, 0.096005, 0.117188 
59613, 0.112240, 0.112093, 0.156250 
59644, 0.121097, 0.111777, 0.132812 
59675, 0.110892, 0.106520, 0.171875 
59706, 0.131565, 0.126702, 0.101562 
59737, 0.114010, 0.117827, 0.140625 
59768, 0.120974, 0.116611, 0.132812 
59799, 0.115913, 0.099730, 0.101562 
59830, 0.116411, 0.112154, 0.140625 
59861, 0.121352, 0.100352, 0.085938 
59892, 0.129539, 0.114478, 0.109375 
59923, 0.103003, 0.109986, 0.101562 
59954, 0.117437, 0.107137, 0.125000 
59985, 0.097693, 0.101013, 0.164062 
60016, 0.106508, 0.096675, 0.125000 
60047, 0.128755, 0.106434, 0.148438 
60078, 0.115098, 0.110521, 0.179688 
60109, 0.113869, 0.105503, 0.140625 
60140, 0.130754, 0.098214, 0.148438 
60171, 0.126650, 0.106511, 0.109375 
60202, 0.104239, 0.100169, 0.125000 
60233, 0.116341, 0.092944, 0.132812 
60264, 0.116136, 0.111139, 0.117188 
60295, 0.116866, 0.108809, 0.148438 
60326, 0.105696, 0.100860, 0.164062 
60357, 0.112633, 0.116823, 0.117188 
60388, 0.134630, 0.096248, 0.156250 
60419, 0.103817, 0.105538, 0.132812 
60450, 0.127272, 0.107957, 0.164062 
60481, 0.106673, 0.105641, 0.140625 
60512, 0.124964, 0.113604, 0.117188 
60543, 0.113559, 0.103667, 0.125000 
60574, 0.124015, 0.098625, 0.093750 
60605, 0.119407, 0.095786, 0.078125 
60636, 0.108753, 0.103958, 0.117188 
60667, 0.115382, 0.096596, 0.179688 
60698, 0.113255, 0.114034, 0.117188 
60729, 0.116163, 0.108718, 0.109375 
60760, 0.104155, 0.108718, 0.132812 
60791, 0.119231, 0.096322, 0.156250 
60822, 0.115789, 0.121148, 0.125000 
60853, 0.122100, 0.091178, 0.109375 
60884, 0.117177, 0.117917, 0.164062 
60915, 0.123662, 0.110986, 0.203125 
60946, 0.116336, 0.107763, 0.117188 
60977, 0.116698, 0.101091, 0.093750 
61008, 0.107067, 0.087773, 0.117188 
61039, 0.118625, 0.104695, 0.125000 
61070, 0.111426, 0.113847, 0.148438 
61101, 0.115368, 0.102058, 0.109375 
61132, 0.112887, 0.109429, 0.109375 
61163, 0.131354, 0.113620, 0.101562 
61194, 0.115086, 0.116250, 0.093750 
61225, 0.109810, 0.104693, 0.109375 
61256, 0.109737, 0.103080, 0.140625 
61287, 0.121317, 0.120405, 0.171875 
61318, 0.111610, 0.098762, 0.093750 
61349, 0.118008, 0.102572, 0.132812 
61380, 0.114067, 0.110350, 0.117188 
61411, 0.115076, 0.099937, 0.109375 
61442, 0.118162, 0.100437, 0.156250 
61473, 0.123116, 0.111195, 0.132812 
61504, 0.123778, 0.102851, 0.085938 
61535, 0.132666, 0.096675, 0.117188 
61566, 0.106917, 0.089951, 0.085938 
61597, 0.123135, 0.097597, 0.132812 
61628, 0.108275, 0.109513, 0.140625 
61659, 0.112826, 0.088745, 0.148438 
61690, 0.113654, 0.119503, 0.085938 
61721, 0.133621, 0.083229, 0.148438 
61752, 0.112022, 0.101889, 0.101562 
61783, 0.118529, 0.120046, 0.101562 
61814, 0.110373, 0.094478, 0.085938 
61845, 0.121134, 0.107809, 0.132812 
61876, 0.111967, 0.097414, 0.109375 
61907, 0.104778, 0.101067, 0.164062 
61938, 0.107250, 0.101393, 0.164062 
61969, 0.123425, 0.115466, 0.070312 
62000, 0.102996, 0.103607, 0.085938 
62031, 0.111286, 0.111571, 0.085938 
62062, 0.100096, 0.099060, 0.132812 
62093, 0.115669, 0.105892, 0.148438 
62124, 0.117310, 0.103853, 0.132812 
62155, 0.110686, 0.106365, 0.093750 
62186, 0.131868, 0.102890, 0.078125 
62217, 0.100570, 0.093487, 0.125000 
62248, 0.115734, 0.097880, 0.101562 
62279, 0.127414, 0.103584, 0.132812 
62310, 0.107361, 0.111320, 0.140625 
62341, 0.131684, 0.094287, 0.195312 
62372, 0.110382, 0.098460, 0.140625 
62403, 0.126054, 0.108661, 0.132812 
62434, 0.114332, 0.102405, 0.078125 
62465, 0.104414, 0.105852, 0.078125 
62496, 0.117469, 0.097021, 0.125000 
62527, 0.108711, 0.097204, 0.109375 
62558, 0.116938, 0.087518, 0.156250 
62589, 0.116893, 0.105236, 0.132812 
62620, 0.135792, 0.118305, 0.148438 
62651, 0.112962, 0.112351, 0.101562 
62682, 0.110573, 0.093315, 0.101562 
62713, 0.124106, 0.100287, 0.195312 
62744, 0.130490, 0.089385, 0.140625 
62775, 0.099717, 0.092404, 0.109375 
62806, 0.135874, 0.115450, 0.164062 
62837, 0.105529, 0.108615, 0.117188 
62868, 0.116379, 0.095681, 0.148438 
62899, 0.111290, 0.089826, 0.117188 
62930, 0.114674, 0.091047, 0.132812 
62961, 0.118246, 0.088478, 0.109375 
62992, 0.116305, 0.105340, 0.125000 
63023, 0.114110, 0.104151, 0.101562 
63054, 0.114861, 0.092534, 0.132812 
63085, 0.126733, 0.103767, 0.101562 
63116, 0.123293, 0.110442, 0.171875 
63147, 0.117816, 0.102391, 0.117188 
63178, 0.114404, 0.105763, 0.070312 
63209, 0.127927, 0.094864, 0.125000 
63240, 0.109729, 0.119152, 0.148438 
63271, 0.117561, 0.094494, 0.171875 
63302, 0.132501, 0.104777, 0.093750 
63333, 0.114636, 0.097137, 0.117188 
63364, 0.106447, 0.101892, 0.148438 
63395, 0.120179, 0.113436, 0.125000 
63426, 0.098239, 0.107648, 0.179688 
63457, 0.121425, 0.092912, 0.171875 
63488, 0.123491, 0.088721, 0.117188 
63519, 0.106814, 0.115806, 0.101562 
63550, 0.121657, 0.100931, 0.093750 
63581, 0.111326, 0.101517, 0.093750 
63612, 0.113616, 0.097464, 0.109375 
63643, 0.113643, 0.113652, 0.187500 
63674, 0.112509, 0.106887, 0.117188 
63705, 0.112882, 0.110996, 0.117188 
63736, 0.106575, 0.096414, 0.109375 
63767, 0.108289, 0.108431, 0.125000 
63798, 0.117404, 0.098880, 0.187500 
63829, 0.107619, 0.112223, 0.109375 
63860, 0.116157, 0.088122, 0.062500 
63891, 0.110697, 0.103341, 0.117188 
63922, 0.119146, 0.090497, 0.117188 
63953, 0.114469, 0.103614, 0.117188 
63984, 0.101495, 0.094885, 0.148438 
64015, 0.125103, 0.102518, 0.164062 
64046, 0.114214, 0.098932, 0.117188 
64077, 0.109671, 0.098629, 0.093750 
64108, 0.117342, 0.111425, 0.101562 
64139, 0.102767, 0.101301, 0.132812 
64170, 0.096888, 0.108196, 0.093750 
64201, 0.105326, 0.101329, 0.140625 
64232, 0.107926, 0.111143, 0.132812 
64263, 0.102560, 0.114234, 0.101562 
64294, 0.113779, 0.101074, 0.132812 
64325, 0.122604, 0.103429, 0.101562 
64356, 0.120840, 0.105173, 0.125000 
64387, 0.110039, 0.093995, 0.062500 
64418, 0.110425, 0.105619, 0.085938 
64449, 0.107228, 0.105478, 0.101562 
64480, 0.113284, 0.087602, 0.148438 
64511, 0.121343, 0.098092, 0.101562 
64542, 0.101957, 0.107086, 0.101562 
64573, 0.099665, 0.099150, 0.109375 
64604, 0.120955, 0.112340, 0.140625 
64635, 0.121193, 0.097656, 0.125000 
64666, 0.131332, 0.092535, 0.125000 
64697, 0.094806, 0.100615, 0.085938 
64728, 0.115998, 0.118596, 0.054688 
64759, 0.116601, 0.092599, 0.078125 
64790, 0.098643, 0.105852, 0.132812 
64821, 0.114788, 0.104154, 0.109375 
64852, 0.121414, 0.093302, 0.093750 
64883, 0.103365, 0.106742, 0.101562 
64914, 0.123819, 0.101403, 0.109375 
64945, 0.124041, 0.104998, 0.179688 
64976, 0.135748, 0.114248, 0.195312 
65007, 0.120864, 0.107276, 0.156250 
65038, 0.115997, 0.117720, 0.117188 
65069, 0.103684, 0.098660, 0.109375 
65100, 0.120560, 0.110207, 0.101562 
65131, 0.115428, 0.117901, 0.117188 
65162, 0.093632, 0.098012, 0.085938 
65193, 0.114272, 0.096279, 0.148438 
65224, 0.130821, 0.093713, 0.125000 
65255, 0.122371, 0.093346, 0.062500 
65286, 0.098800, 0.103326, 0.078125 
65317, 0.114068, 0.092356, 0.101562 
65348, 0.114984, 0.091662, 0.210938 
65379, 0.101925, 0.099785, 0.117188 
65410, 0.115134, 0.091037, 0.070312 
65441, 0.113922, 0.110697, 0.093750 
65472, 0.126165, 0.102110, 0.070312 
65503, 0.128086, 0.093669, 0.093750 
65534, 0.094919, 0.112006, 0.093750 
65565, 0.106166, 0.096622, 0.140625 
65596, 0.128690, 0.110630, 0.125000 
65627, 0.123582, 0.091972, 0.070312 
65658, 0.112121, 0.093132, 0.125000 
65689, 0.112892, 0.109963, 0.093750 
65720, 0.114141, 0.107878, 0.117188 
65751, 0.120176, 0.091802, 0.085938 
65782, 0.123452, 0.115052, 0.101562 
65813, 0.104180, 0.105712, 0.156250 
65844, 0.108929, 0.098739, 0.101562 
65875, 0.115473, 0.104629, 0.085938 
65906, 0.111073, 0.096584, 0.117188 
65937, 0.114837, 0.095726, 0.070312 
65968, 0.116108, 0.086982, 0.171875 
65999, 0.113645, 0.100092, 0.085938 
66030, 0.099812, 0.093564, 0.101562 
66061, 0.110457, 0.091097, 0.117188 
66092, 0.099813, 0.097353, 0.148438 
66123, 0.118746, 0.099981, 0.117188 
66154, 0.104655, 0.115128, 0.093750 
66185, 0.106054, 0.094401, 0.117188 
66216, 0.111974, 0.091314, 0.062500 
66247, 0.106287, 0.105191, 0.117188 
66278, 0.124085, 0.090204, 0.117188 
66309, 0.104601, 0.117358, 0.117188 
66340, 0.119992, 0.108498, 0.164062 
66371, 0.100116, 0.105274, 0.148438 
66402, 0.110537, 0.096586, 0.140625 
66433, 0.112683, 0.099667, 0.179688 
66464, 0.117815, 0.116609, 0.156250 
66495, 0.096716, 0.102399, 0.109375 
66526, 0.109723, 0.117017, 0.125000 
66557, 0.109896, 0.093033, 0.156250 
66588, 0.109909, 0.107496, 0.093750 
66619, 0.108142, 0.107029, 0.132812 
66650, 0.102059, 0.102171, 0.062500 
66681, 0.106123, 0.106121, 0.125000 
66712, 0.119727, 0.101060, 0.117188 
66743, 0.118543, 0.109813, 0.070312 
66774, 0.109394, 0.103780, 0.117188 
66805, 0.121314, 0.109260, 0.085938 
66836, 0.111252, 0.101544, 0.117188 
66867, 0.104603, 0.098972, 0.078125 
66898, 0.111386, 0.096618, 0.117188 
66929, 0.114542, 0.103779, 0.148438 
66960, 0.101941, 0.096719, 0.125000 
66991, 0.107241, 0.099595, 0.101562 
67022, 0.103811, 0.105433, 0.125000 
67053, 0.100436, 0.100532, 0.132812 
67084, 0.108511, 0.099686, 0.140625 
67115, 0.098606, 0.103290, 0.125000 
67146, 0.117324, 0.097112, 0.117188 
67177, 0.116683, 0.096400, 0.156250 
67208, 0.112234, 0.106709, 0.078125 
67239, 0.117873, 0.097927, 0.125000 
67270, 0.102048, 0.098606, 0.062500 
67301, 0.104386, 0.105360, 0.132812 
67332, 0.118095, 0.094734, 0.054688 
67363, 0.114209, 0.099283, 0.117188 
67394, 0.118805, 0.087261, 0.117188 
67425, 0.123066, 0.093666, 0.117188 
67456, 0.115000, 0.105073, 0.125000 
67487, 0.107709, 0.108322, 0.148438 
67518, 0.107340, 0.108257, 0.093750 
67549, 0.117493, 0.090496, 0.156250 
67580, 0.093736, 0.107415, 0.125000 
67611, 0.117266, 0.103187, 0.132812 
67642, 0.110593, 0.100996, 0.109375 
67673, 0.107738, 0.106947, 0.085938 
67704, 0.136142, 0.096324, 0.187500 
67735, 0.107026, 0.096186, 0.039062 
67766, 0.109125, 0.098086, 0.078125 
67797, 0.110529, 0.095265, 0.132812 
67828, 0.120052, 0.096138, 0.101562 
67859, 0.117848, 0.100937, 0.093750 
67890, 0.109900, 0.102594, 0.093750 
67921, 0.131909, 0.098764, 0.101562 
67952, 0.104280, 0.089424, 0.164062 
67983, 0.105757, 0.086626, 0.078125 
68014, 0.099479, 0.111634, 0.101562 
68045, 0.097294, 0.091663, 0.125000 
68076, 0.117859, 0.095099, 0.093750 
68107, 0.119021, 0.102213, 0.132812 
68138, 0.122603, 0.105214, 0.101562 
68169, 0.118823, 0.093247, 0.070312 
68200, 0.111631, 0.106275, 0.148438 
68231, 0.115937, 0.109042, 0.125000 
68262, 0.111038, 0.085157, 0.125000 
68293, 0.109043, 0.098759, 0.085938 
68324, 0.087135, 0.112343, 0.101562 
68355, 0.120107, 0.089899, 0.109375 
68386, 0.114003, 0.111001, 0.085938 
68417, 0.119368, 0.092937, 0.101562 
68448, 0.099323, 0.088019, 0.132812 
68479, 0.101158, 0.095563, 0.117188 
68510, 0.110579, 0.107104, 0.132812 
68541, 0.098393, 0.101149, 0.101562 
68572, 0.117462, 0.093713, 0.125000 
68603, 0.113259, 0.091749, 0.101562 
68634, 0.112712, 0.104945, 0.085938 
68665, 0.114273, 0.103649, 0.109375 
68696, 0.105475, 0.102010, 0.062500 
68727, 0.125175, 0.099224, 0.179688 
68758, 0.112107, 0.093569, 0.132812 
68789, 0.108253, 0.102520, 0.070312 
68820, 0.102716, 0.101622, 0.101562 
68851, 0.102186, 0.104700, 0.078125 
68882, 0.120825, 0.098984, 0.078125 
68913, 0.115222, 0.093588, 0.093750 
68944, 0.108321, 0.106851, 0.093750 
68975, 0.112438, 0.099494, 0.093750 
69006, 0.127955, 0.099153, 0.117188 
69037, 0.103767, 0.095571, 0.117188 
69068, 0.113830, 0.091609, 0.109375 
69099, 0.106417, 0.082990, 0.085938 
69130, 0.103981, 0.101272, 0.070312 
69161, 0.123108, 0.090421, 0.140625 
69192, 0.097200, 0.101843, 0.164062 
69223, 0.104495, 0.094487, 0.101562 
69254, 0.110092, 0.099104, 0.109375 
69285, 0.108411, 0.098762, 0.085938 
69316, 0.105534, 0.101938, 0.140625 
69347, 0.101876, 0.099598, 0.125000 
69378, 0.115661, 0.099920, 0.125000 
69409, 0.113380, 0.107656, 0.085938 
69440, 0.124405, 0.105108, 0.085938 
69471, 0.107076, 0.118582, 0.125000 
69502, 0.088958, 0.097147, 0.125000 
69533, 0.115821, 0.107141, 0.132812 
69564, 0.124262, 0.097989, 0.078125 
69595, 0.103008, 0.090739, 0.109375 
69626, 0.111056, 0.097225, 0.156250 
69657, 0.116129, 0.109376, 0.101562 
69688, 0.120019, 0.101942, 0.140625 
69719, 0.118224, 0.111150, 0.085938 
69750, 0.096745, 0.091514, 0.070312 
69781, 0.107307, 0.097035, 0.140625 
69812, 0.105403, 0.093016, 0.085938 
69843, 0.108504, 0.095150, 0.109375 
69874, 0.095535, 0.089327, 0.132812 
69905, 0.108151, 0.093465, 0.117188 
69936, 0.109631, 0.099665, 0.078125 
69967, 0.106017, 0.100066, 0.101562 
69998, 0.096424, 0.092339, 0.164062 
70029, 0.113289, 0.088979, 0.171875 
70060, 0.115272, 0.096736, 0.101562 
70091, 0.104775, 0.088096, 0.093750 
70122, 0.118100, 0.088036, 0.101562 
70153, 0.122186, 0.095620, 0.125000 
70184, 0.111623, 0.103174, 0.093750 
70215, 0.112798, 0.097653, 0.101562 
70246, 0.103519, 0.099913, 0.093750 
70277, 0.101452, 0.088319, 0.070312 
70308, 0.109087, 0.099041, 0.148438 
70339, 0.106751, 0.101292, 0.109375 
70370, 0.105932, 0.094361, 0.109375 
70401, 0.118167, 0.109666, 0.078125 
70432, 0.106882, 0.094701, 0.085938 
70463, 0.116668, 0.086135, 0.101562 
70494, 0.133652, 0.091745, 0.125000 
70525, 0.106279, 0.094627, 0.046875 
70556, 0.120866, 0.098043, 0.039062 
70587, 0.105242, 0.095111, 0.125000 
70618, 0.101935, 0.107310, 0.101562 
70649, 0.105743, 0.113063, 0.109375 
70680, 0.107068, 0.102383, 0.054688 
70711, 0.126399, 0.115099, 0.117188 
70742, 0.103550, 0.099423, 0.132812 
70773, 0.104423, 0.091893, 0.164062 
70804, 0.112814, 0.093220, 0.101562 
70835, 0.102223, 0.099320, 0.062500 
70866, 0.103207, 0.110313, 0.093750 
70897, 0.100222, 0.105195, 0.093750 
70928, 0.119368, 0.098946, 0.078125 
70959, 0.115523, 0.101956, 0.117188 
70990, 0.111343, 0.096674, 0.101562 
71021, 0.114136, 0.097742, 0.093750 
71052, 0.122184, 0.101560, 0.109375 
71083, 0.098545, 0.090972, 0.132812 
71114, 0.119493, 0.080440, 0.085938 
71145, 0.115525, 0.108269, 0.085938 
71176, 0.111008, 0.098179, 0.156250 
71207, 0.108909, 0.106261, 0.109375 
71238, 0.107644, 0.096882, 0.117188 
71269, 0.108668, 0.094604, 0.125000 
71300, 0.105258, 0.099607, 0.093750 
71331, 0.116772, 0.103660, 0.171875 
71362, 0.110249, 0.095713, 0.156250 
71393, 0.103121, 0.096805, 0.148438 
71424, 0.125620, 0.099644, 0.117188 
71455, 0.105545, 0.109306, 0.101562 
71486, 0.096280, 0.123178, 0.117188 
71517, 0.112422, 0.097022, 0.062500 
71548, 0.118540, 0.102688, 0.109375 
71579, 0.103935, 0.092550, 0.101562 
71610, 0.108735, 0.107754, 0.093750 
71641, 0.111230, 0.103234, 0.132812 
71672, 0.118413, 0.091636, 0.125000 
71703, 0.107841, 0.093635, 0.117188 
71734, 0.103531, 0.096387, 0.078125 
71765, 0.112727, 0.097708, 0.085938 
71796, 0.107456, 0.099751, 0.109375 
71827, 0.111670, 0.094959, 0.140625 
71858, 0.100007, 0.107456, 0.101562 
71889, 0.111846, 0.108844, 0.132812 
71920, 0.113724, 0.091022, 0.164062 
71951, 0.104457, 0.095053, 0.156250 
71982, 0.110771, 0.098880, 0.117188 
72013, 0.101173, 0.095294, 0.085938 
72044, 0.115371, 0.097438, 0.164062 
72075, 0.111258, 0.104042, 0.179688 
72106, 0.107606, 0.097476, 0.132812 
72137, 0.120960, 0.098966, 0.093750 
72168, 0.106777, 0.105266, 0.109375 
72199, 0.109380, 0.095419, 0.101562 
72230, 0.105028, 0.100160, 0.078125 
72261, 0.100496, 0.107367, 0.101562 
72292, 0.093589, 0.104444, 0.140625 
72323, 0.106883, 0.105033, 0.132812 
72354, 0.116101, 0.100190, 0.164062 
72385, 0.114011, 0.102313, 0.085938 
72416, 0.115619, 0.092222, 0.109375 
72447, 0.117601, 0.097169, 0.070312 
72478, 0.112307, 0.119205, 0.132812 
72509, 0.117596, 0.104790, 0.070312 
72540, 0.112968, 0.102391, 0.140625 
72571, 0.113163, 0.100014, 0.125000 
72602, 0.103456, 0.099933, 0.085938 
72633, 0.106048, 0.099206, 0.132812 
72664, 0.112360, 0.094404, 0.101562 
72695, 0.095404, 0.089027, 0.085938 
72726, 0.114245, 0.098209, 0.062500 
72757, 0.114453, 0.098181, 0.109375 
72788, 0.108196, 0.101380, 0.062500 
72819, 0.113958, 0.085919, 0.101562 
72850, 0.101769, 0.089829, 0.093750 
72881, 0.103249, 0.094595, 0.132812 
72912, 0.113998, 0.094155, 0.117188 
72943, 0.109737, 0.102197, 0.140625 
72974, 0.100595, 0.091866, 0.109375 
73005, 0.092845, 0.092862, 0.023438 
73036, 0.127172, 0.089840, 0.164062 
73067, 0.105467, 0.090343, 0.125000 
73098, 0.119250, 0.108622, 0.093750 
73129, 0.123076, 0.092389, 0.140625 
73160, 0.117925, 0.097788, 0.125000 
73191, 0.109874, 0.093218, 0.039062 
73222, 0.117312, 0.100551, 0.046875 
73253, 0.108342, 0.099352, 0.140625 
73284, 0.116484, 0.092331, 0.117188 
73315, 0.114073, 0.096315, 0.109375 
73346, 0.111155, 0.095018, 0.171875 
73377, 0.109978, 0.089285, 0.125000 
73408, 0.102760, 0.107922, 0.054688 
73439, 0.099603, 0.090392, 0.179688 
73470, 0.097996, 0.109465, 0.125000 
73501, 0.124219, 0.107811, 0.125000 
73532, 0.097726, 0.080888, 0.062500 
73563, 0.106633, 0.102319, 0.093750 
73594, 0.107464, 0.089056, 0.117188 
73625, 0.116684, 0.106110, 0.070312 
73656, 0.123724, 0.094255, 0.125000 
73687, 0.107091, 0.102219, 0.109375 
73718, 0.115290, 0.091481, 0.093750 
73749, 0.110376, 0.097117, 0.070312 
73780, 0.105268, 0.101508, 0.156250 
73811, 0.104677, 0.093674, 0.101562 
73842, 0.099134, 0.105222, 0.125000 
73873, 0.111763, 0.090969, 0.070312 
73904, 0.105648, 0.088622, 0.164062 
73935, 0.123116, 0.110441, 0.101562 
73966, 0.113446, 0.101071, 0.070312 
73997, 0.103490, 0.098234, 0.093750 
74028, 0.112763, 0.094501, 0.085938 
74059, 0.131238, 0.084660, 0.093750 
74090, 0.124136, 0.107846, 0.125000 
74121, 0.096934, 0.088248, 0.054688 
74152, 0.113160, 0.097063, 0.148438 
74183, 0.112275, 0.089706, 0.109375 
74214, 0.116496, 0.093914, 0.109375 
74245, 0.102158, 0.093480, 0.148438 
74276, 0.115972, 0.089332, 0.093750 
74307, 0.107633, 0.084673, 0.093750 
74338, 0.096117, 0.097118, 0.109375 
74369, 0.122190, 0.099511, 0.062500 
74400, 0.107204, 0.096884, 0.093750 
74431, 0.101794, 0.096581, 0.054688 
74462, 0.115686, 0.089803, 0.062500 
74493, 0.104372, 0.086409, 0.140625 
74524, 0.108048, 0.096027, 0.109375 
74555, 0.116596, 0.093218, 0.085938 
74586, 0.113775, 0.098516, 0.179688 
74617, 0.121307, 0.102003, 0.093750 
74648, 0.100615, 0.103970, 0.078125 
74679, 0.104546, 0.107059, 0.117188 
74710, 0.111458, 0.087930, 0.132812 
74741, 0.112623, 0.088807, 0.085938 
74772, 0.106875, 0.105536, 0.078125 
74803, 0.118427, 0.105576, 0.093750 
74834, 0.105628, 0.104077, 0.078125 
74865, 0.116618, 0.109815, 0.156250 
74896, 0.114492, 0.097770, 0.117188 
74927, 0.109107, 0.096753, 0.171875 
74958, 0.110398, 0.094748, 0.093750 
74989, 0.101795, 0.105108, 0.117188 
75020, 0.105381, 0.100502, 0.093750 
75051, 0.105250, 0.091127, 0.093750 
75082, 0.101629, 0.098993, 0.117188 
75113, 0.122320, 0.111505, 0.085938 
75144, 0.104554, 0.093441, 0.117188 
75175, 0.095238, 0.091586, 0.085938 
75206, 0.112294, 0.106206, 0.109375 
75237, 0.111450, 0.098360, 0.078125 
75268, 0.099526, 0.102963, 0.171875 
75299, 0.112477, 0.105547, 0.117188 
75330, 0.101530, 0.092628, 0.078125 
75361, 0.106557, 0.090573, 0.070312 
75392, 0.099890, 0.098054, 0.117188 
75423, 0.105705, 0.094956, 0.125000 
75454, 0.113624, 0.096326, 0.109375 
75485, 0.102249, 0.111423, 0.179688 
75516, 0.120495, 0.088169, 0.132812 
75547, 0.102617, 0.096135, 0.078125 
75578, 0.085721, 0.092506, 0.101562 
75609, 0.116401, 0.101159, 0.148438 
75640, 0.099848, 0.101249, 0.078125 
75671, 0.121249, 0.114330, 0.171875 
75702, 0.105579, 0.092647, 0.093750 
75733, 0.113087, 0.104531, 0.156250 
75764, 0.102431, 0.098896, 0.164062 
75795, 0.119188, 0.089832, 0.093750 
75826, 0.106507, 0.100010, 0.070312 
75857, 0.110718, 0.098596, 0.078125 
75888, 0.107036, 0.100655, 0.125000 
75919, 0.118632, 0.071637, 0.109375 
75950, 0.099159, 0.096662, 0.156250 
75981, 0.091851, 0.090684, 0.109375 
76012, 0.105735, 0.102050, 0.078125 
76043, 0.095663, 0.088118, 0.078125 
76074, 0.094082, 0.097901, 0.062500 
76105, 0.097864, 0.092158, 0.109375 
76136, 0.118980, 0.087803, 0.140625 
76167, 0.104447, 0.094476, 0.101562 
76198, 0.104351, 0.108645, 0.085938 
76229, 0.106432, 0.106097, 0.093750 
76260, 0.102625, 0.089287, 0.125000 
76291, 0.115799, 0.083994, 0.164062 
76322, 0.113637, 0.088347, 0.117188 
76353, 0.100483, 0.093481, 0.093750 
76384, 0.103714, 0.103579, 0.109375 
76415, 0.115220, 0.098598, 0.062500 
76446, 0.104580, 0.104680, 0.125000 
76477, 0.100474, 0.102332, 0.078125 
76508, 0.105026, 0.092217, 0.132812 
76539, 0.105169, 0.098460, 0.148438 
76570, 0.095936, 0.091750, 0.093750 
76601, 0.092595, 0.100825, 0.093750 
76632, 0.101635, 0.094436, 0.093750 
76663, 0.099355, 0.095214, 0.117188 
76694, 0.111317, 0.094929, 0.109375 
76725, 0.108277, 0.095207, 0.101562 
76756, 0.107663, 0.104867, 0.070312 
76787, 0.106621, 0.085734, 0.039062 
76818, 0.108091, 0.094791, 0.117188 
76849, 0.093612, 0.089781, 0.156250 
76880, 0.106196, 0.097945, 0.093750 
76911, 0.109999, 0.090711, 0.101562 
76942, 0.092097, 0.096861, 0.078125 
