it, train, val, acc 
36239, 0.085828, 0.090953, 0.125000 
36270, 0.096765, 0.087560, 0.132812 
36301, 0.086197, 0.093594, 0.125000 
36332, 0.096499, 0.082977, 0.179688 
36363, 0.100107, 0.087431, 0.117188 
36394, 0.087038, 0.083350, 0.148438 
36425, 0.081330, 0.084086, 0.101562 
36456, 0.089587, 0.086938, 0.164062 
36487, 0.084853, 0.089831, 0.085938 
36518, 0.089950, 0.081943, 0.093750 
36549, 0.086499, 0.084709, 0.156250 
36580, 0.089804, 0.100301, 0.140625 
36611, 0.087977, 0.088328, 0.140625 
36642, 0.081200, 0.097085, 0.171875 
36673, 0.087321, 0.085046, 0.078125 
36704, 0.085588, 0.083143, 0.109375 
36735, 0.086163, 0.085453, 0.125000 
36766, 0.090157, 0.087421, 0.062500 
36797, 0.082348, 0.091983, 0.132812 
36828, 0.080264, 0.086054, 0.117188 
36859, 0.083589, 0.086553, 0.179688 
36890, 0.081429, 0.090029, 0.125000 
36921, 0.082684, 0.097117, 0.132812 
36952, 0.080548, 0.083798, 0.117188 
36983, 0.092259, 0.088549, 0.085938 
37014, 0.083571, 0.085215, 0.171875 
37045, 0.080876, 0.087383, 0.125000 
37076, 0.083568, 0.091797, 0.117188 
37107, 0.089148, 0.082561, 0.195312 
37138, 0.090945, 0.096084, 0.140625 
37169, 0.085317, 0.085202, 0.101562 
37200, 0.083319, 0.090418, 0.117188 
37231, 0.093589, 0.086655, 0.156250 
37262, 0.090861, 0.088899, 0.148438 
37293, 0.083904, 0.093057, 0.125000 
37324, 0.086934, 0.089543, 0.179688 
37355, 0.089792, 0.085331, 0.101562 
37386, 0.091435, 0.079692, 0.117188 
37417, 0.092195, 0.093132, 0.085938 
37448, 0.088898, 0.085444, 0.125000 
37479, 0.087575, 0.079841, 0.156250 
37510, 0.082634, 0.084860, 0.187500 
37541, 0.077341, 0.084362, 0.109375 
37572, 0.084850, 0.084545, 0.085938 
37603, 0.083851, 0.091628, 0.140625 
37634, 0.094552, 0.089670, 0.101562 
37665, 0.083792, 0.089040, 0.117188 
37696, 0.087791, 0.084404, 0.140625 
37727, 0.086145, 0.082532, 0.171875 
37758, 0.082191, 0.086494, 0.156250 
37789, 0.093927, 0.085370, 0.148438 
37820, 0.085937, 0.087324, 0.109375 
37851, 0.083590, 0.082059, 0.203125 
37882, 0.083754, 0.095556, 0.109375 
37913, 0.083080, 0.094542, 0.101562 
37944, 0.089067, 0.088089, 0.109375 
37975, 0.087691, 0.087280, 0.117188 
38006, 0.079319, 0.085605, 0.125000 
38037, 0.082742, 0.095758, 0.101562 
38068, 0.093197, 0.086157, 0.132812 
38099, 0.081591, 0.085859, 0.140625 
38130, 0.085163, 0.083631, 0.148438 
38161, 0.083084, 0.080527, 0.156250 
38192, 0.095795, 0.084709, 0.132812 
38223, 0.095705, 0.093187, 0.171875 
38254, 0.081874, 0.078958, 0.156250 
38285, 0.086119, 0.087637, 0.101562 
38316, 0.081500, 0.083565, 0.125000 
38347, 0.085057, 0.089174, 0.109375 
38378, 0.086138, 0.093545, 0.148438 
38409, 0.079477, 0.084781, 0.101562 
38440, 0.081497, 0.077345, 0.140625 
38471, 0.082660, 0.083694, 0.140625 
38502, 0.086979, 0.083066, 0.070312 
38533, 0.096635, 0.096805, 0.132812 
38564, 0.084506, 0.095136, 0.132812 
38595, 0.085907, 0.085069, 0.132812 
38626, 0.080251, 0.094954, 0.101562 
38657, 0.082008, 0.084168, 0.156250 
38688, 0.079170, 0.074691, 0.125000 
38719, 0.082006, 0.089570, 0.117188 
38750, 0.084108, 0.087240, 0.125000 
38781, 0.080574, 0.080624, 0.140625 
38812, 0.083735, 0.089938, 0.109375 
38843, 0.091384, 0.087396, 0.101562 
38874, 0.080464, 0.086352, 0.101562 
38905, 0.085434, 0.077622, 0.171875 
38936, 0.083885, 0.094132, 0.109375 
38967, 0.087795, 0.095435, 0.156250 
38998, 0.085179, 0.088546, 0.125000 
39029, 0.090970, 0.085141, 0.148438 
39060, 0.087216, 0.087450, 0.117188 
39091, 0.083840, 0.083986, 0.164062 
39122, 0.081602, 0.090078, 0.148438 
39153, 0.078346, 0.088725, 0.117188 
39184, 0.092276, 0.089702, 0.101562 
39215, 0.085199, 0.087834, 0.117188 
39246, 0.081308, 0.085135, 0.093750 
39277, 0.087457, 0.092968, 0.125000 
39308, 0.083938, 0.086833, 0.132812 
39339, 0.081523, 0.087860, 0.117188 
39370, 0.086179, 0.087271, 0.132812 
39401, 0.092740, 0.081070, 0.179688 
39432, 0.087197, 0.075530, 0.117188 
39463, 0.083508, 0.077120, 0.101562 
39494, 0.087435, 0.086240, 0.164062 
39525, 0.089818, 0.087118, 0.132812 
39556, 0.086406, 0.085459, 0.125000 
39587, 0.078847, 0.083429, 0.070312 
39618, 0.083323, 0.086713, 0.117188 
39649, 0.093726, 0.084615, 0.132812 
39680, 0.080368, 0.078750, 0.117188 
39711, 0.086303, 0.088201, 0.070312 
39742, 0.089190, 0.084605, 0.125000 
39773, 0.078311, 0.082892, 0.164062 
39804, 0.088674, 0.081870, 0.132812 
39835, 0.082097, 0.085766, 0.125000 
39866, 0.082445, 0.086307, 0.148438 
39897, 0.086427, 0.079745, 0.125000 
39928, 0.077843, 0.077772, 0.125000 
39959, 0.081319, 0.079297, 0.101562 
39990, 0.078148, 0.084259, 0.187500 
40021, 0.080298, 0.074777, 0.125000 
40052, 0.084200, 0.087454, 0.132812 
40083, 0.080837, 0.085252, 0.156250 
40114, 0.082497, 0.086562, 0.132812 
40145, 0.079111, 0.091293, 0.125000 
40176, 0.085334, 0.084980, 0.085938 
40207, 0.086436, 0.079572, 0.164062 
40238, 0.084768, 0.082208, 0.117188 
40269, 0.079644, 0.093023, 0.093750 
40300, 0.084159, 0.079320, 0.109375 
40331, 0.083037, 0.076894, 0.132812 
40362, 0.085551, 0.088619, 0.109375 
40393, 0.077357, 0.083229, 0.132812 
40424, 0.080336, 0.083699, 0.148438 
40455, 0.081563, 0.080341, 0.125000 
40486, 0.081212, 0.081127, 0.140625 
40517, 0.085573, 0.078091, 0.093750 
40548, 0.086825, 0.086310, 0.117188 
40579, 0.082938, 0.089580, 0.109375 
40610, 0.082227, 0.082778, 0.140625 
40641, 0.086188, 0.086532, 0.085938 
40672, 0.090907, 0.077600, 0.093750 
40703, 0.080130, 0.090197, 0.093750 
40734, 0.081294, 0.077174, 0.070312 
40765, 0.083653, 0.080401, 0.132812 
40796, 0.079161, 0.082304, 0.156250 
40827, 0.075013, 0.083439, 0.164062 
40858, 0.079789, 0.082652, 0.132812 
40889, 0.082024, 0.081669, 0.132812 
40920, 0.083273, 0.089135, 0.093750 
40951, 0.074184, 0.085869, 0.093750 
40982, 0.083800, 0.081244, 0.125000 
41013, 0.089090, 0.080601, 0.109375 
41044, 0.084543, 0.086195, 0.171875 
41075, 0.083030, 0.075739, 0.101562 
41106, 0.080242, 0.082877, 0.140625 
41137, 0.086201, 0.090622, 0.234375 
41168, 0.075517, 0.088649, 0.132812 
41199, 0.082484, 0.084712, 0.085938 
41230, 0.090452, 0.095900, 0.140625 
41261, 0.087363, 0.084526, 0.093750 
41292, 0.086900, 0.091756, 0.132812 
41323, 0.074273, 0.088701, 0.156250 
41354, 0.079792, 0.074822, 0.125000 
41385, 0.081619, 0.087430, 0.109375 
41416, 0.086788, 0.086378, 0.109375 
41447, 0.076000, 0.085647, 0.132812 
41478, 0.091753, 0.079884, 0.140625 
41509, 0.077695, 0.079931, 0.125000 
41540, 0.077950, 0.074800, 0.109375 
41571, 0.081229, 0.078959, 0.117188 
41602, 0.083811, 0.082890, 0.125000 
41633, 0.083275, 0.088340, 0.117188 
41664, 0.084049, 0.076563, 0.148438 
41695, 0.077976, 0.081530, 0.148438 
41726, 0.074088, 0.082506, 0.132812 
41757, 0.079633, 0.078767, 0.132812 
41788, 0.084540, 0.086365, 0.156250 
41819, 0.078445, 0.087330, 0.140625 
41850, 0.084555, 0.083762, 0.101562 
41881, 0.085851, 0.080489, 0.109375 
41912, 0.084159, 0.078179, 0.210938 
41943, 0.073235, 0.081928, 0.117188 
41974, 0.081598, 0.079266, 0.085938 
42005, 0.076757, 0.077673, 0.132812 
42036, 0.080171, 0.082437, 0.093750 
42067, 0.088423, 0.076926, 0.148438 
42098, 0.083369, 0.083544, 0.125000 
42129, 0.074654, 0.090271, 0.164062 
42160, 0.071790, 0.077861, 0.148438 
42191, 0.078938, 0.082724, 0.164062 
42222, 0.075251, 0.085521, 0.117188 
42253, 0.085125, 0.086316, 0.117188 
42284, 0.078563, 0.086740, 0.164062 
42315, 0.085710, 0.088015, 0.140625 
42346, 0.083562, 0.086877, 0.109375 
42377, 0.087249, 0.085608, 0.140625 
42408, 0.081465, 0.082728, 0.109375 
42439, 0.081645, 0.083586, 0.164062 
42470, 0.083498, 0.095429, 0.093750 
42501, 0.081308, 0.078106, 0.164062 
42532, 0.073823, 0.073609, 0.210938 
42563, 0.080900, 0.085798, 0.085938 
42594, 0.081407, 0.091163, 0.117188 
42625, 0.081836, 0.084024, 0.101562 
42656, 0.082763, 0.079197, 0.062500 
42687, 0.081214, 0.080195, 0.062500 
42718, 0.082692, 0.086136, 0.179688 
42749, 0.084189, 0.081474, 0.101562 
42780, 0.081926, 0.076591, 0.117188 
42811, 0.079004, 0.084624, 0.093750 
42842, 0.076336, 0.087740, 0.195312 
42873, 0.076242, 0.075189, 0.085938 
42904, 0.084694, 0.083360, 0.125000 
42935, 0.079966, 0.085934, 0.093750 
42966, 0.073922, 0.085630, 0.093750 
42997, 0.077087, 0.087842, 0.156250 
43028, 0.077810, 0.087918, 0.132812 
43059, 0.079731, 0.082878, 0.117188 
43090, 0.085284, 0.077610, 0.109375 
43121, 0.086769, 0.081189, 0.125000 
43152, 0.080744, 0.084912, 0.078125 
43183, 0.072971, 0.084853, 0.148438 
43214, 0.080143, 0.083302, 0.046875 
43245, 0.081612, 0.083176, 0.085938 
43276, 0.080273, 0.083662, 0.171875 
43307, 0.081593, 0.076007, 0.093750 
43338, 0.082089, 0.087901, 0.085938 
43369, 0.075925, 0.081510, 0.164062 
43400, 0.081879, 0.076423, 0.070312 
43431, 0.084085, 0.079142, 0.140625 
43462, 0.080672, 0.075576, 0.078125 
43493, 0.075679, 0.081563, 0.101562 
43524, 0.084874, 0.076586, 0.140625 
43555, 0.085638, 0.083262, 0.140625 
43586, 0.077969, 0.078522, 0.101562 
43617, 0.077908, 0.082107, 0.093750 
43648, 0.076086, 0.079846, 0.187500 
43679, 0.080286, 0.081616, 0.140625 
43710, 0.077246, 0.083688, 0.117188 
43741, 0.078844, 0.076628, 0.117188 
43772, 0.074857, 0.081846, 0.140625 
43803, 0.078782, 0.079868, 0.117188 
43834, 0.079231, 0.081837, 0.148438 
43865, 0.080474, 0.083499, 0.070312 
43896, 0.078509, 0.086935, 0.148438 
43927, 0.082173, 0.072727, 0.125000 
43958, 0.070984, 0.073930, 0.148438 
43989, 0.079711, 0.088965, 0.101562 
44020, 0.087548, 0.079080, 0.164062 
44051, 0.076801, 0.082729, 0.078125 
44082, 0.075496, 0.082139, 0.226562 
44113, 0.083640, 0.084740, 0.156250 
44144, 0.080170, 0.078640, 0.085938 
44175, 0.076957, 0.083559, 0.078125 
44206, 0.086112, 0.090055, 0.132812 
44237, 0.081068, 0.081603, 0.125000 
44268, 0.078719, 0.082118, 0.156250 
44299, 0.078175, 0.079409, 0.140625 
44330, 0.077138, 0.081074, 0.117188 
44361, 0.073612, 0.083844, 0.125000 
44392, 0.078231, 0.076680, 0.156250 
44423, 0.085313, 0.079233, 0.078125 
44454, 0.074773, 0.075251, 0.101562 
44485, 0.075024, 0.080640, 0.171875 
44516, 0.083870, 0.078334, 0.085938 
44547, 0.080410, 0.082636, 0.078125 
44578, 0.089976, 0.079222, 0.156250 
44609, 0.069936, 0.086830, 0.125000 
44640, 0.085455, 0.078070, 0.125000 
44671, 0.078787, 0.080670, 0.117188 
44702, 0.074590, 0.077485, 0.148438 
44733, 0.068725, 0.082931, 0.070312 
44764, 0.074152, 0.082343, 0.085938 
44795, 0.080728, 0.082090, 0.132812 
44826, 0.080319, 0.083146, 0.085938 
44857, 0.081545, 0.080922, 0.117188 
44888, 0.079216, 0.081742, 0.148438 
44919, 0.080148, 0.079486, 0.132812 
44950, 0.082516, 0.086505, 0.125000 
44981, 0.078901, 0.089440, 0.078125 
45012, 0.079722, 0.085242, 0.140625 
45043, 0.085692, 0.078495, 0.125000 
45074, 0.074582, 0.077465, 0.132812 
45105, 0.078452, 0.080639, 0.132812 
45136, 0.074096, 0.082895, 0.085938 
45167, 0.079952, 0.075083, 0.093750 
45198, 0.080233, 0.086234, 0.179688 
45229, 0.081060, 0.077921, 0.093750 
45260, 0.079196, 0.086050, 0.078125 
45291, 0.078459, 0.088832, 0.109375 
45322, 0.076519, 0.074560, 0.101562 
45353, 0.080594, 0.083488, 0.117188 
45384, 0.080083, 0.089955, 0.125000 
45415, 0.076089, 0.086646, 0.062500 
45446, 0.082412, 0.077156, 0.117188 
45477, 0.078373, 0.081699, 0.140625 
45508, 0.077701, 0.082960, 0.117188 
45539, 0.075651, 0.077008, 0.093750 
45570, 0.070099, 0.074476, 0.164062 
45601, 0.078400, 0.084717, 0.062500 
45632, 0.082824, 0.081954, 0.085938 
45663, 0.080700, 0.088739, 0.101562 
45694, 0.076833, 0.083261, 0.078125 
45725, 0.071429, 0.076456, 0.085938 
45756, 0.078843, 0.070776, 0.101562 
45787, 0.081581, 0.079087, 0.093750 
45818, 0.081132, 0.076095, 0.078125 
45849, 0.084952, 0.083519, 0.101562 
45880, 0.077207, 0.084664, 0.109375 
45911, 0.070443, 0.082948, 0.078125 
45942, 0.075046, 0.080003, 0.140625 
45973, 0.078960, 0.086358, 0.093750 
46004, 0.079007, 0.081090, 0.125000 
46035, 0.079824, 0.085138, 0.093750 
46066, 0.074206, 0.081103, 0.125000 
46097, 0.082981, 0.075017, 0.117188 
46128, 0.082367, 0.074930, 0.109375 
46159, 0.071951, 0.083270, 0.125000 
46190, 0.081866, 0.078442, 0.093750 
46221, 0.082989, 0.074946, 0.085938 
46252, 0.072672, 0.078797, 0.117188 
46283, 0.074769, 0.079382, 0.070312 
46314, 0.081187, 0.084021, 0.125000 
46345, 0.073511, 0.077458, 0.140625 
46376, 0.074797, 0.080321, 0.109375 
46407, 0.079430, 0.080028, 0.062500 
46438, 0.079547, 0.087529, 0.109375 
46469, 0.080672, 0.072468, 0.125000 
46500, 0.079054, 0.076953, 0.125000 
46531, 0.076252, 0.073663, 0.054688 
46562, 0.083965, 0.083480, 0.117188 
46593, 0.074478, 0.082475, 0.093750 
46624, 0.088975, 0.075486, 0.117188 
46655, 0.079871, 0.075998, 0.093750 
46686, 0.080843, 0.082372, 0.101562 
46717, 0.079035, 0.072668, 0.093750 
46748, 0.077087, 0.081469, 0.101562 
46779, 0.069746, 0.081066, 0.109375 
46810, 0.080526, 0.084042, 0.101562 
46841, 0.077807, 0.082814, 0.085938 
46872, 0.078640, 0.085974, 0.109375 
46903, 0.076770, 0.087991, 0.132812 
46934, 0.076881, 0.077074, 0.148438 
46965, 0.080284, 0.085074, 0.125000 
46996, 0.080175, 0.077638, 0.148438 
47027, 0.077393, 0.076229, 0.132812 
47058, 0.074910, 0.083295, 0.125000 
47089, 0.078445, 0.076875, 0.109375 
47120, 0.077542, 0.086395, 0.148438 
47151, 0.070105, 0.071739, 0.109375 
47182, 0.080930, 0.085347, 0.101562 
47213, 0.078251, 0.079259, 0.078125 
47244, 0.077911, 0.086786, 0.132812 
47275, 0.081714, 0.074632, 0.093750 
47306, 0.075839, 0.085020, 0.078125 
47337, 0.078047, 0.075174, 0.093750 
47368, 0.074972, 0.083877, 0.125000 
47399, 0.074123, 0.082508, 0.140625 
47430, 0.076053, 0.080462, 0.085938 
47461, 0.077797, 0.076461, 0.156250 
47492, 0.078215, 0.075009, 0.179688 
47523, 0.073379, 0.077477, 0.125000 
47554, 0.073777, 0.076277, 0.125000 
47585, 0.080955, 0.075657, 0.101562 
47616, 0.073451, 0.079827, 0.140625 
47647, 0.075307, 0.084007, 0.101562 
47678, 0.081905, 0.077394, 0.085938 
47709, 0.078121, 0.075028, 0.093750 
47740, 0.073932, 0.084722, 0.101562 
47771, 0.081892, 0.077366, 0.179688 
47802, 0.069837, 0.086003, 0.140625 
47833, 0.068897, 0.072101, 0.062500 
47864, 0.079598, 0.080384, 0.156250 
47895, 0.073010, 0.078264, 0.132812 
47926, 0.076325, 0.077467, 0.140625 
47957, 0.072596, 0.080949, 0.125000 
47988, 0.069155, 0.071879, 0.093750 
48019, 0.077943, 0.073985, 0.125000 
48050, 0.076186, 0.074653, 0.109375 
48081, 0.079955, 0.079978, 0.093750 
48112, 0.073954, 0.081118, 0.132812 
48143, 0.077591, 0.078963, 0.125000 
48174, 0.079179, 0.086487, 0.070312 
48205, 0.079756, 0.079750, 0.164062 
48236, 0.077440, 0.087248, 0.117188 
48267, 0.075446, 0.080673, 0.109375 
48298, 0.078181, 0.079395, 0.125000 
48329, 0.080091, 0.073391, 0.117188 
48360, 0.079296, 0.075739, 0.156250 
48391, 0.075868, 0.082006, 0.125000 
48422, 0.077913, 0.082704, 0.132812 
48453, 0.075386, 0.084768, 0.101562 
48484, 0.076797, 0.074788, 0.140625 
48515, 0.080212, 0.079745, 0.117188 
48546, 0.076449, 0.075714, 0.109375 
48577, 0.071002, 0.077001, 0.078125 
48608, 0.069360, 0.087381, 0.109375 
48639, 0.078653, 0.081394, 0.085938 
48670, 0.079171, 0.083469, 0.117188 
48701, 0.080600, 0.081496, 0.101562 
48732, 0.069180, 0.080793, 0.140625 
48763, 0.070829, 0.082775, 0.078125 
48794, 0.075392, 0.085829, 0.109375 
48825, 0.074477, 0.080680, 0.132812 
48856, 0.076292, 0.076374, 0.148438 
48887, 0.075601, 0.078136, 0.101562 
48918, 0.078086, 0.081350, 0.101562 
48949, 0.079142, 0.076706, 0.125000 
48980, 0.077812, 0.076651, 0.117188 
49011, 0.068821, 0.076665, 0.140625 
49042, 0.079028, 0.079750, 0.101562 
49073, 0.074929, 0.083774, 0.078125 
49104, 0.078180, 0.074777, 0.132812 
49135, 0.074579, 0.077492, 0.085938 
49166, 0.074120, 0.077930, 0.148438 
49197, 0.068073, 0.084603, 0.117188 
49228, 0.070042, 0.076785, 0.125000 
49259, 0.072578, 0.078055, 0.109375 
49290, 0.077173, 0.079897, 0.093750 
49321, 0.072405, 0.077358, 0.070312 
49352, 0.077039, 0.079134, 0.101562 
49383, 0.076866, 0.081097, 0.093750 
49414, 0.072049, 0.082993, 0.085938 
49445, 0.080361, 0.076821, 0.132812 
49476, 0.074045, 0.084824, 0.070312 
49507, 0.076556, 0.082946, 0.101562 
49538, 0.074673, 0.078847, 0.109375 
49569, 0.075328, 0.075481, 0.093750 
49600, 0.084801, 0.085973, 0.148438 
49631, 0.076687, 0.075949, 0.125000 
49662, 0.077191, 0.082665, 0.093750 
49693, 0.078759, 0.075583, 0.101562 
49724, 0.075371, 0.076304, 0.132812 
49755, 0.077992, 0.084848, 0.164062 
49786, 0.078041, 0.074459, 0.093750 
49817, 0.074605, 0.086308, 0.117188 
49848, 0.073746, 0.083325, 0.125000 
49879, 0.074409, 0.072234, 0.140625 
49910, 0.080467, 0.077217, 0.070312 
49941, 0.073418, 0.078766, 0.062500 
49972, 0.073413, 0.080731, 0.046875 
50003, 0.075264, 0.075394, 0.109375 
50034, 0.073908, 0.076875, 0.101562 
50065, 0.072926, 0.083656, 0.148438 
50096, 0.076893, 0.075870, 0.085938 
50127, 0.081732, 0.075814, 0.117188 
50158, 0.076469, 0.078498, 0.117188 
50189, 0.076008, 0.080972, 0.156250 
50220, 0.075598, 0.079769, 0.148438 
50251, 0.070216, 0.083617, 0.093750 
50282, 0.072484, 0.078911, 0.085938 
50313, 0.072863, 0.074562, 0.148438 
50344, 0.071763, 0.078685, 0.125000 
50375, 0.075101, 0.075600, 0.101562 
50406, 0.077812, 0.079254, 0.085938 
50437, 0.078890, 0.075605, 0.117188 
50468, 0.077142, 0.073050, 0.109375 
50499, 0.075643, 0.084592, 0.117188 
50530, 0.079089, 0.074524, 0.085938 
50561, 0.071607, 0.079827, 0.140625 
50592, 0.072566, 0.080862, 0.078125 
50623, 0.079077, 0.088112, 0.117188 
50654, 0.077759, 0.077869, 0.125000 
50685, 0.073147, 0.075666, 0.101562 
50716, 0.073711, 0.077223, 0.109375 
50747, 0.071687, 0.084196, 0.164062 
50778, 0.079106, 0.073741, 0.132812 
50809, 0.084383, 0.080975, 0.125000 
50840, 0.074518, 0.084188, 0.109375 
50871, 0.075870, 0.071715, 0.148438 
50902, 0.075169, 0.077827, 0.101562 
50933, 0.072285, 0.070877, 0.101562 
50964, 0.074140, 0.071714, 0.109375 
50995, 0.075949, 0.078328, 0.132812 
51026, 0.072636, 0.074286, 0.070312 
51057, 0.076162, 0.076440, 0.148438 
51088, 0.072984, 0.073921, 0.109375 
51119, 0.076548, 0.085053, 0.070312 
51150, 0.075281, 0.078668, 0.125000 
51181, 0.066224, 0.079238, 0.132812 
51212, 0.074528, 0.077056, 0.101562 
51243, 0.079653, 0.069272, 0.078125 
51274, 0.075399, 0.077427, 0.109375 
51305, 0.072688, 0.080504, 0.101562 
51336, 0.073670, 0.084024, 0.101562 
51367, 0.078583, 0.078700, 0.062500 
51398, 0.080299, 0.087801, 0.101562 
51429, 0.078232, 0.084318, 0.132812 
51460, 0.067440, 0.082107, 0.125000 
51491, 0.075240, 0.080062, 0.125000 
51522, 0.075611, 0.076670, 0.054688 
51553, 0.075098, 0.073424, 0.093750 
51584, 0.072455, 0.076613, 0.140625 
51615, 0.079187, 0.079762, 0.093750 
51646, 0.077859, 0.075843, 0.078125 
51677, 0.077792, 0.078045, 0.117188 
51708, 0.077918, 0.075320, 0.117188 
51739, 0.070971, 0.078620, 0.117188 
51770, 0.070576, 0.075516, 0.109375 
51801, 0.076528, 0.081814, 0.093750 
51832, 0.074088, 0.067973, 0.101562 
51863, 0.072022, 0.082757, 0.101562 
51894, 0.076875, 0.079215, 0.078125 
51925, 0.072926, 0.073210, 0.093750 
51956, 0.072290, 0.086748, 0.101562 
51987, 0.071854, 0.079423, 0.109375 
52018, 0.078415, 0.078413, 0.093750 
52049, 0.077041, 0.077602, 0.132812 
52080, 0.065524, 0.085657, 0.125000 
52111, 0.074298, 0.074539, 0.109375 
52142, 0.073477, 0.082693, 0.070312 
52173, 0.072005, 0.080508, 0.101562 
52204, 0.072171, 0.086821, 0.085938 
52235, 0.066729, 0.073837, 0.054688 
52266, 0.070892, 0.071732, 0.140625 
52297, 0.082492, 0.077696, 0.101562 
52328, 0.074679, 0.075401, 0.093750 
52359, 0.074238, 0.076302, 0.078125 
52390, 0.070158, 0.069422, 0.109375 
52421, 0.074472, 0.077705, 0.062500 
52452, 0.076274, 0.077031, 0.093750 
52483, 0.068343, 0.072602, 0.109375 
52514, 0.072129, 0.079980, 0.062500 
52545, 0.075275, 0.077818, 0.117188 
52576, 0.071397, 0.078062, 0.054688 
52607, 0.075486, 0.079086, 0.078125 
52638, 0.076880, 0.073118, 0.117188 
52669, 0.068070, 0.075250, 0.085938 
52700, 0.078354, 0.080878, 0.093750 
52731, 0.073932, 0.075876, 0.109375 
52762, 0.075685, 0.077641, 0.078125 
52793, 0.071556, 0.073583, 0.117188 
52824, 0.075916, 0.079926, 0.085938 
52855, 0.074833, 0.075779, 0.132812 
52886, 0.076652, 0.074735, 0.093750 
52917, 0.073123, 0.077853, 0.093750 
52948, 0.072325, 0.080244, 0.101562 
52979, 0.069916, 0.081325, 0.125000 
53010, 0.074422, 0.078233, 0.109375 
53041, 0.062642, 0.070948, 0.109375 
53072, 0.070814, 0.078395, 0.054688 
53103, 0.075585, 0.079868, 0.132812 
53134, 0.073913, 0.071928, 0.085938 
53165, 0.067059, 0.076691, 0.093750 
53196, 0.072184, 0.075045, 0.101562 
53227, 0.069008, 0.081861, 0.101562 
53258, 0.075991, 0.069728, 0.078125 
53289, 0.074039, 0.077095, 0.093750 
53320, 0.072303, 0.079194, 0.062500 
53351, 0.076293, 0.077409, 0.132812 
53382, 0.070208, 0.076298, 0.093750 
53413, 0.075793, 0.080845, 0.093750 
53444, 0.071274, 0.076991, 0.085938 
53475, 0.072819, 0.071901, 0.078125 
53506, 0.073020, 0.075572, 0.085938 
53537, 0.071599, 0.074445, 0.132812 
53568, 0.070757, 0.073461, 0.101562 
53599, 0.076920, 0.080145, 0.070312 
53630, 0.074194, 0.071980, 0.132812 
53661, 0.070630, 0.078202, 0.140625 
53692, 0.077762, 0.080318, 0.109375 
53723, 0.075538, 0.084368, 0.078125 
53754, 0.075847, 0.075197, 0.101562 
53785, 0.074306, 0.073651, 0.109375 
53816, 0.072348, 0.071958, 0.093750 
53847, 0.077409, 0.073524, 0.093750 
53878, 0.072773, 0.080057, 0.109375 
53909, 0.072865, 0.090298, 0.085938 
53940, 0.074152, 0.080420, 0.046875 
53971, 0.070774, 0.076130, 0.109375 
54002, 0.072252, 0.069245, 0.046875 
54033, 0.076442, 0.079408, 0.062500 
54064, 0.071790, 0.076907, 0.085938 
54095, 0.072119, 0.077359, 0.070312 
54126, 0.075240, 0.078135, 0.070312 
54157, 0.067779, 0.073390, 0.140625 
54188, 0.071171, 0.075667, 0.078125 
54219, 0.071941, 0.078375, 0.093750 
54250, 0.068756, 0.075539, 0.109375 
54281, 0.070592, 0.076260, 0.109375 
54312, 0.067656, 0.074650, 0.101562 
54343, 0.068773, 0.078019, 0.062500 
54374, 0.073335, 0.078810, 0.101562 
54405, 0.078398, 0.068773, 0.140625 
54436, 0.073150, 0.072393, 0.078125 
54467, 0.074454, 0.077309, 0.093750 
54498, 0.076739, 0.080646, 0.070312 
54529, 0.078083, 0.079103, 0.101562 
54560, 0.071364, 0.077961, 0.117188 
54591, 0.073243, 0.078953, 0.078125 
54622, 0.068489, 0.081123, 0.085938 
54653, 0.075172, 0.069902, 0.070312 
54684, 0.071694, 0.074561, 0.093750 
54715, 0.076315, 0.070755, 0.101562 
54746, 0.074265, 0.083669, 0.085938 
54777, 0.069644, 0.080047, 0.101562 
54808, 0.068422, 0.070003, 0.101562 
54839, 0.069257, 0.075914, 0.109375 
54870, 0.073751, 0.075884, 0.085938 
54901, 0.067089, 0.070562, 0.093750 
54932, 0.072741, 0.084447, 0.078125 
54963, 0.070075, 0.073971, 0.078125 
54994, 0.072204, 0.069005, 0.101562 
55025, 0.081467, 0.076100, 0.085938 
55056, 0.065595, 0.080632, 0.093750 
55087, 0.072411, 0.080536, 0.101562 
55118, 0.071625, 0.071552, 0.054688 
55149, 0.076681, 0.079309, 0.101562 
55180, 0.075599, 0.074198, 0.101562 
55211, 0.061736, 0.074965, 0.109375 
55242, 0.070739, 0.074329, 0.132812 
55273, 0.068216, 0.074032, 0.109375 
55304, 0.075160, 0.077797, 0.054688 
55335, 0.067808, 0.076672, 0.125000 
55366, 0.070891, 0.081137, 0.148438 
55397, 0.074256, 0.074713, 0.117188 
55428, 0.069865, 0.076137, 0.117188 
55459, 0.074833, 0.075374, 0.054688 
55490, 0.071484, 0.082507, 0.085938 
55521, 0.077636, 0.073522, 0.085938 
55552, 0.076136, 0.079611, 0.078125 
55583, 0.074687, 0.081186, 0.085938 
55614, 0.069627, 0.073034, 0.085938 
55645, 0.071514, 0.074228, 0.070312 
55676, 0.073350, 0.076270, 0.101562 
55707, 0.074925, 0.071701, 0.078125 
55738, 0.073370, 0.073719, 0.062500 
55769, 0.074111, 0.068911, 0.062500 
55800, 0.069384, 0.071042, 0.101562 
55831, 0.069011, 0.070034, 0.062500 
55862, 0.079087, 0.080719, 0.093750 
55893, 0.070187, 0.081084, 0.085938 
